"Facility Name","Facility ID","State","Measure Name","Number of Discharges","Footnote","Excess Readmission Ratio","Predicted Readmission Rate","Expected Readmission Rate","Number of Readmissions","Start Date","End Date"
"PINEVILLE COMMUNITY HEALTH CENTER, INC",180154,KY,READM-30-HF-HRRP,N/A,,1.0094,18.7753,18.5996,Too Few to Report,07/01/2019,06/30/2022
"PINEVILLE COMMUNITY HEALTH CENTER, INC",180154,KY,READM-30-COPD-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
"PINEVILLE COMMUNITY HEALTH CENTER, INC",180154,KY,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
"PINEVILLE COMMUNITY HEALTH CENTER, INC",180154,KY,READM-30-AMI-HRRP,0,7,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
OCHSNER LAFAYETTE GENERAL MEDICAL CENTER,190002,LA,READM-30-PN-HRRP,364,,0.9274,15.4132,16.6201,51,07/01/2019,06/30/2022
OCHSNER LAFAYETTE GENERAL MEDICAL CENTER,190002,LA,READM-30-HIP-KNEE-HRRP,N/A,,0.7447,3.0385,4.0804,Too Few to Report,07/01/2019,06/30/2022
OCHSNER LAFAYETTE GENERAL MEDICAL CENTER,190002,LA,READM-30-HF-HRRP,523,,0.9514,19.7586,20.7682,100,07/01/2019,06/30/2022
OCHSNER LAFAYETTE GENERAL MEDICAL CENTER,190002,LA,READM-30-COPD-HRRP,153,,0.9335,17.2530,18.4830,22,07/01/2019,06/30/2022
OCHSNER LAFAYETTE GENERAL MEDICAL CENTER,190002,LA,READM-30-CABG-HRRP,176,,0.9883,10.4147,10.5385,18,07/01/2019,06/30/2022
OCHSNER LAFAYETTE GENERAL MEDICAL CENTER,190002,LA,READM-30-AMI-HRRP,190,,1.0860,16.2111,14.9270,35,07/01/2019,06/30/2022
THIBODAUX REGIONAL MEDICAL CENTER,190004,LA,READM-30-PN-HRRP,162,,0.9341,15.1754,16.2467,20,07/01/2019,06/30/2022
THIBODAUX REGIONAL MEDICAL CENTER,190004,LA,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
THIBODAUX REGIONAL MEDICAL CENTER,190004,LA,READM-30-HF-HRRP,215,,0.9693,19.5630,20.1815,40,07/01/2019,06/30/2022
THIBODAUX REGIONAL MEDICAL CENTER,190004,LA,READM-30-COPD-HRRP,67,,0.9689,19.5806,20.2100,11,07/01/2019,06/30/2022
THIBODAUX REGIONAL MEDICAL CENTER,190004,LA,READM-30-CABG-HRRP,N/A,,1.0198,9.5885,9.4027,Too Few to Report,07/01/2019,06/30/2022
THIBODAUX REGIONAL MEDICAL CENTER,190004,LA,READM-30-AMI-HRRP,127,,1.0363,14.3641,13.8609,20,07/01/2019,06/30/2022
UNIVERSITY MEDICAL CENTER NEW ORLEANS,190005,LA,READM-30-PN-HRRP,N/A,,0.9554,18.0564,18.8997,Too Few to Report,07/01/2019,06/30/2022
UNIVERSITY MEDICAL CENTER NEW ORLEANS,190005,LA,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
UNIVERSITY MEDICAL CENTER NEW ORLEANS,190005,LA,READM-30-HF-HRRP,81,,0.9633,20.3709,21.1466,14,07/01/2019,06/30/2022
UNIVERSITY MEDICAL CENTER NEW ORLEANS,190005,LA,READM-30-COPD-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
UNIVERSITY MEDICAL CENTER NEW ORLEANS,190005,LA,READM-30-CABG-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
UNIVERSITY MEDICAL CENTER NEW ORLEANS,190005,LA,READM-30-AMI-HRRP,N/A,,1.0124,13.5811,13.4152,Too Few to Report,07/01/2019,06/30/2022
OCHSNER UNIVERSITY HOSPITAL AND CLINICS,190006,LA,READM-30-PN-HRRP,N/A,,1.0586,18.6882,17.6529,Too Few to Report,07/01/2019,06/30/2022
OCHSNER UNIVERSITY HOSPITAL AND CLINICS,190006,LA,READM-30-HIP-KNEE-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
OCHSNER UNIVERSITY HOSPITAL AND CLINICS,190006,LA,READM-30-HF-HRRP,59,,1.0022,21.7859,21.7388,13,07/01/2019,06/30/2022
OCHSNER UNIVERSITY HOSPITAL AND CLINICS,190006,LA,READM-30-COPD-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
OCHSNER UNIVERSITY HOSPITAL AND CLINICS,190006,LA,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
OCHSNER UNIVERSITY HOSPITAL AND CLINICS,190006,LA,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
NATCHITOCHES REGIONAL MEDICAL CENTER,190007,LA,READM-30-PN-HRRP,75,,0.9748,17.0096,17.4491,11,07/01/2019,06/30/2022
NATCHITOCHES REGIONAL MEDICAL CENTER,190007,LA,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
NATCHITOCHES REGIONAL MEDICAL CENTER,190007,LA,READM-30-HF-HRRP,N/A,,0.9243,18.6900,20.2209,Too Few to Report,07/01/2019,06/30/2022
NATCHITOCHES REGIONAL MEDICAL CENTER,190007,LA,READM-30-COPD-HRRP,N/A,,0.9968,18.4712,18.5296,Too Few to Report,07/01/2019,06/30/2022
NATCHITOCHES REGIONAL MEDICAL CENTER,190007,LA,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
NATCHITOCHES REGIONAL MEDICAL CENTER,190007,LA,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
TERREBONNE GENERAL HEALTH SYSTEM,190008,LA,READM-30-PN-HRRP,234,,0.9167,16.6705,18.1860,33,07/01/2019,06/30/2022
TERREBONNE GENERAL HEALTH SYSTEM,190008,LA,READM-30-HIP-KNEE-HRRP,N/A,,1.1225,6.8246,6.0799,Too Few to Report,07/01/2019,06/30/2022
TERREBONNE GENERAL HEALTH SYSTEM,190008,LA,READM-30-HF-HRRP,307,,0.9766,20.3872,20.8764,61,07/01/2019,06/30/2022
TERREBONNE GENERAL HEALTH SYSTEM,190008,LA,READM-30-COPD-HRRP,N/A,,0.9428,18.6293,19.7603,Too Few to Report,07/01/2019,06/30/2022
TERREBONNE GENERAL HEALTH SYSTEM,190008,LA,READM-30-CABG-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
TERREBONNE GENERAL HEALTH SYSTEM,190008,LA,READM-30-AMI-HRRP,83,,0.9943,13.5955,13.6741,11,07/01/2019,06/30/2022
OCHSNER LSU HEALTH MONROE,190011,LA,READM-30-PN-HRRP,N/A,,0.9924,14.0766,14.1844,Too Few to Report,07/01/2019,06/30/2022
OCHSNER LSU HEALTH MONROE,190011,LA,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
OCHSNER LSU HEALTH MONROE,190011,LA,READM-30-HF-HRRP,54,,1.0376,19.5698,18.8611,13,07/01/2019,06/30/2022
OCHSNER LSU HEALTH MONROE,190011,LA,READM-30-COPD-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
OCHSNER LSU HEALTH MONROE,190011,LA,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
OCHSNER LSU HEALTH MONROE,190011,LA,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
WEST CALCASIEU CAMERON HOSPITAL,190013,LA,READM-30-PN-HRRP,N/A,,0.9625,14.7535,15.3276,Too Few to Report,07/01/2019,06/30/2022
WEST CALCASIEU CAMERON HOSPITAL,190013,LA,READM-30-HIP-KNEE-HRRP,N/A,,0.9211,3.4877,3.7867,Too Few to Report,07/01/2019,06/30/2022
WEST CALCASIEU CAMERON HOSPITAL,190013,LA,READM-30-HF-HRRP,73,,1.0407,19.6868,18.9178,17,07/01/2019,06/30/2022
WEST CALCASIEU CAMERON HOSPITAL,190013,LA,READM-30-COPD-HRRP,N/A,,0.9393,16.5561,17.6253,Too Few to Report,07/01/2019,06/30/2022
WEST CALCASIEU CAMERON HOSPITAL,190013,LA,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
WEST CALCASIEU CAMERON HOSPITAL,190013,LA,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
OCHSNER ST MARY,190014,LA,READM-30-PN-HRRP,N/A,,0.9882,14.8966,15.0747,Too Few to Report,07/01/2019,06/30/2022
OCHSNER ST MARY,190014,LA,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
OCHSNER ST MARY,190014,LA,READM-30-HF-HRRP,51,,1.0977,19.5106,17.7737,16,07/01/2019,06/30/2022
OCHSNER ST MARY,190014,LA,READM-30-COPD-HRRP,N/A,,1.0150,16.2545,16.0147,Too Few to Report,07/01/2019,06/30/2022
OCHSNER ST MARY,190014,LA,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
OCHSNER ST MARY,190014,LA,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
"NORTH OAKS MEDICAL CENTER, L L C",190015,LA,READM-30-PN-HRRP,325,,0.9892,16.5344,16.7141,53,07/01/2019,06/30/2022
"NORTH OAKS MEDICAL CENTER, L L C",190015,LA,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
"NORTH OAKS MEDICAL CENTER, L L C",190015,LA,READM-30-HF-HRRP,417,,1.0218,21.2331,20.7796,90,07/01/2019,06/30/2022
"NORTH OAKS MEDICAL CENTER, L L C",190015,LA,READM-30-COPD-HRRP,117,,1.0572,19.9839,18.9035,27,07/01/2019,06/30/2022
"NORTH OAKS MEDICAL CENTER, L L C",190015,LA,READM-30-CABG-HRRP,N/A,,1.0069,12.3122,12.2283,Too Few to Report,07/01/2019,06/30/2022
"NORTH OAKS MEDICAL CENTER, L L C",190015,LA,READM-30-AMI-HRRP,111,,1.0999,15.5386,14.1268,22,07/01/2019,06/30/2022
OPELOUSAS GENERAL HEALTH SYSTEM,190017,LA,READM-30-PN-HRRP,212,,1.0362,18.6383,17.9876,42,07/01/2019,06/30/2022
OPELOUSAS GENERAL HEALTH SYSTEM,190017,LA,READM-30-HIP-KNEE-HRRP,N/A,,1.1219,4.8706,4.3412,Too Few to Report,07/01/2019,06/30/2022
OPELOUSAS GENERAL HEALTH SYSTEM,190017,LA,READM-30-HF-HRRP,165,,1.0015,20.5447,20.5137,34,07/01/2019,06/30/2022
OPELOUSAS GENERAL HEALTH SYSTEM,190017,LA,READM-30-COPD-HRRP,84,,0.9688,19.1429,19.7600,14,07/01/2019,06/30/2022
OPELOUSAS GENERAL HEALTH SYSTEM,190017,LA,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
OPELOUSAS GENERAL HEALTH SYSTEM,190017,LA,READM-30-AMI-HRRP,N/A,,0.9975,14.4844,14.5213,Too Few to Report,07/01/2019,06/30/2022
CHRISTUS ST FRANCES CABRINI HOSPITAL,190019,LA,READM-30-PN-HRRP,359,,1.0027,17.4973,17.4506,63,07/01/2019,06/30/2022
CHRISTUS ST FRANCES CABRINI HOSPITAL,190019,LA,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
CHRISTUS ST FRANCES CABRINI HOSPITAL,190019,LA,READM-30-HF-HRRP,385,,0.9706,20.2591,20.8726,76,07/01/2019,06/30/2022
CHRISTUS ST FRANCES CABRINI HOSPITAL,190019,LA,READM-30-COPD-HRRP,101,,1.0344,19.6032,18.9520,22,07/01/2019,06/30/2022
CHRISTUS ST FRANCES CABRINI HOSPITAL,190019,LA,READM-30-CABG-HRRP,N/A,,1.0600,12.4268,11.7239,Too Few to Report,07/01/2019,06/30/2022
CHRISTUS ST FRANCES CABRINI HOSPITAL,190019,LA,READM-30-AMI-HRRP,297,,1.0208,15.4773,15.1612,47,07/01/2019,06/30/2022
LANE REGIONAL MEDICAL CENTER,190020,LA,READM-30-PN-HRRP,61,,1.0309,16.3180,15.8282,12,07/01/2019,06/30/2022
LANE REGIONAL MEDICAL CENTER,190020,LA,READM-30-HIP-KNEE-HRRP,N/A,,1.0163,4.7450,4.6687,Too Few to Report,07/01/2019,06/30/2022
LANE REGIONAL MEDICAL CENTER,190020,LA,READM-30-HF-HRRP,107,,1.0350,20.3119,19.6248,24,07/01/2019,06/30/2022
LANE REGIONAL MEDICAL CENTER,190020,LA,READM-30-COPD-HRRP,N/A,,1.0038,17.6348,17.5687,Too Few to Report,07/01/2019,06/30/2022
LANE REGIONAL MEDICAL CENTER,190020,LA,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
LANE REGIONAL MEDICAL CENTER,190020,LA,READM-30-AMI-HRRP,N/A,,0.9779,12.4054,12.6864,Too Few to Report,07/01/2019,06/30/2022
SAVOY MEDICAL CENTER,190025,LA,READM-30-PN-HRRP,53,,1.0413,17.4163,16.7258,12,07/01/2019,06/30/2022
SAVOY MEDICAL CENTER,190025,LA,READM-30-HIP-KNEE-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
SAVOY MEDICAL CENTER,190025,LA,READM-30-HF-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
SAVOY MEDICAL CENTER,190025,LA,READM-30-COPD-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
SAVOY MEDICAL CENTER,190025,LA,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
SAVOY MEDICAL CENTER,190025,LA,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
RAPIDES REGIONAL MEDICAL CENTER,190026,LA,READM-30-PN-HRRP,366,,1.1647,20.0253,17.1938,84,07/01/2019,06/30/2022
RAPIDES REGIONAL MEDICAL CENTER,190026,LA,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
RAPIDES REGIONAL MEDICAL CENTER,190026,LA,READM-30-HF-HRRP,376,,0.9516,18.9565,19.9208,68,07/01/2019,06/30/2022
RAPIDES REGIONAL MEDICAL CENTER,190026,LA,READM-30-COPD-HRRP,85,,0.9894,17.2666,17.4508,14,07/01/2019,06/30/2022
RAPIDES REGIONAL MEDICAL CENTER,190026,LA,READM-30-CABG-HRRP,N/A,,0.8341,9.7755,11.7204,Too Few to Report,07/01/2019,06/30/2022
RAPIDES REGIONAL MEDICAL CENTER,190026,LA,READM-30-AMI-HRRP,166,,1.0581,13.9961,13.2274,26,07/01/2019,06/30/2022
CHRISTUS OCHSNER ST PATRICK HOSPITAL,190027,LA,READM-30-PN-HRRP,144,,1.0092,18.9958,18.8232,28,07/01/2019,06/30/2022
CHRISTUS OCHSNER ST PATRICK HOSPITAL,190027,LA,READM-30-HIP-KNEE-HRRP,N/A,,1.1667,4.6468,3.9829,Too Few to Report,07/01/2019,06/30/2022
CHRISTUS OCHSNER ST PATRICK HOSPITAL,190027,LA,READM-30-HF-HRRP,306,,0.9235,18.3749,19.8964,51,07/01/2019,06/30/2022
CHRISTUS OCHSNER ST PATRICK HOSPITAL,190027,LA,READM-30-COPD-HRRP,56,,1.0594,18.4278,17.3940,14,07/01/2019,06/30/2022
CHRISTUS OCHSNER ST PATRICK HOSPITAL,190027,LA,READM-30-CABG-HRRP,N/A,,1.0731,10.7597,10.0265,Too Few to Report,07/01/2019,06/30/2022
CHRISTUS OCHSNER ST PATRICK HOSPITAL,190027,LA,READM-30-AMI-HRRP,117,,1.0449,14.3758,13.7581,19,07/01/2019,06/30/2022
ABBEVILLE GENERAL HOSPITAL,190034,LA,READM-30-PN-HRRP,N/A,,0.9642,15.8737,16.4631,Too Few to Report,07/01/2019,06/30/2022
ABBEVILLE GENERAL HOSPITAL,190034,LA,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
ABBEVILLE GENERAL HOSPITAL,190034,LA,READM-30-HF-HRRP,68,,1.0080,21.2613,21.0915,15,07/01/2019,06/30/2022
ABBEVILLE GENERAL HOSPITAL,190034,LA,READM-30-COPD-HRRP,N/A,,0.9667,22.0579,22.8183,Too Few to Report,07/01/2019,06/30/2022
ABBEVILLE GENERAL HOSPITAL,190034,LA,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
ABBEVILLE GENERAL HOSPITAL,190034,LA,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
OCHSNER CLINIC FOUNDATION,190036,LA,READM-30-PN-HRRP,286,,0.9781,16.6153,16.9877,46,07/01/2019,06/30/2022
OCHSNER CLINIC FOUNDATION,190036,LA,READM-30-HIP-KNEE-HRRP,N/A,,0.9815,6.3328,6.4522,Too Few to Report,07/01/2019,06/30/2022
OCHSNER CLINIC FOUNDATION,190036,LA,READM-30-HF-HRRP,614,,0.9573,19.6916,20.5699,118,07/01/2019,06/30/2022
OCHSNER CLINIC FOUNDATION,190036,LA,READM-30-COPD-HRRP,90,,0.9616,19.5509,20.3325,15,07/01/2019,06/30/2022
OCHSNER CLINIC FOUNDATION,190036,LA,READM-30-CABG-HRRP,N/A,,0.9353,9.0915,9.7205,Too Few to Report,07/01/2019,06/30/2022
OCHSNER CLINIC FOUNDATION,190036,LA,READM-30-AMI-HRRP,205,,0.9643,14.5492,15.0879,28,07/01/2019,06/30/2022
WEST JEFFERSON MEDICAL CENTER,190039,LA,READM-30-PN-HRRP,74,,0.9900,17.1470,17.3194,12,07/01/2019,06/30/2022
WEST JEFFERSON MEDICAL CENTER,190039,LA,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
WEST JEFFERSON MEDICAL CENTER,190039,LA,READM-30-HF-HRRP,232,,1.1153,22.2700,19.9676,59,07/01/2019,06/30/2022
WEST JEFFERSON MEDICAL CENTER,190039,LA,READM-30-COPD-HRRP,N/A,,0.9308,18.8714,20.2746,Too Few to Report,07/01/2019,06/30/2022
WEST JEFFERSON MEDICAL CENTER,190039,LA,READM-30-CABG-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
WEST JEFFERSON MEDICAL CENTER,190039,LA,READM-30-AMI-HRRP,N/A,,0.9743,15.1248,15.5243,Too Few to Report,07/01/2019,06/30/2022
SLIDELL MEMORIAL HOSPITAL,190040,LA,READM-30-PN-HRRP,155,,0.9944,17.6723,17.7719,27,07/01/2019,06/30/2022
SLIDELL MEMORIAL HOSPITAL,190040,LA,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
SLIDELL MEMORIAL HOSPITAL,190040,LA,READM-30-HF-HRRP,234,,0.9398,20.1580,21.4482,43,07/01/2019,06/30/2022
SLIDELL MEMORIAL HOSPITAL,190040,LA,READM-30-COPD-HRRP,N/A,,0.9715,20.2640,20.8592,Too Few to Report,07/01/2019,06/30/2022
SLIDELL MEMORIAL HOSPITAL,190040,LA,READM-30-CABG-HRRP,N/A,,1.1215,12.0852,10.7763,Too Few to Report,07/01/2019,06/30/2022
SLIDELL MEMORIAL HOSPITAL,190040,LA,READM-30-AMI-HRRP,N/A,,0.9580,13.3125,13.8967,Too Few to Report,07/01/2019,06/30/2022
CHRISTUS SHREVEPORT-BOSSIER HEALTH SYSTEM,190041,LA,READM-30-PN-HRRP,251,,1.0208,17.3612,17.0072,45,07/01/2019,06/30/2022
CHRISTUS SHREVEPORT-BOSSIER HEALTH SYSTEM,190041,LA,READM-30-HIP-KNEE-HRRP,N/A,,1.0648,5.2352,4.9165,Too Few to Report,07/01/2019,06/30/2022
CHRISTUS SHREVEPORT-BOSSIER HEALTH SYSTEM,190041,LA,READM-30-HF-HRRP,447,,0.8854,17.4432,19.7020,70,07/01/2019,06/30/2022
CHRISTUS SHREVEPORT-BOSSIER HEALTH SYSTEM,190041,LA,READM-30-COPD-HRRP,75,,1.0401,17.9803,17.2865,16,07/01/2019,06/30/2022
CHRISTUS SHREVEPORT-BOSSIER HEALTH SYSTEM,190041,LA,READM-30-CABG-HRRP,133,,1.1765,12.3578,10.5041,21,07/01/2019,06/30/2022
CHRISTUS SHREVEPORT-BOSSIER HEALTH SYSTEM,190041,LA,READM-30-AMI-HRRP,170,,0.9787,13.5683,13.8629,22,07/01/2019,06/30/2022
ACADIA GENERAL HOSPITAL,190044,LA,READM-30-PN-HRRP,128,,0.9359,15.2158,16.2571,15,07/01/2019,06/30/2022
ACADIA GENERAL HOSPITAL,190044,LA,READM-30-HIP-KNEE-HRRP,N/A,,0.9060,4.1472,4.5775,Too Few to Report,07/01/2019,06/30/2022
ACADIA GENERAL HOSPITAL,190044,LA,READM-30-HF-HRRP,N/A,,0.9152,17.0582,18.6394,Too Few to Report,07/01/2019,06/30/2022
ACADIA GENERAL HOSPITAL,190044,LA,READM-30-COPD-HRRP,N/A,,0.9649,16.8073,17.4183,Too Few to Report,07/01/2019,06/30/2022
ACADIA GENERAL HOSPITAL,190044,LA,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
ACADIA GENERAL HOSPITAL,190044,LA,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
ST TAMMANY PARISH HOSPITAL,190045,LA,READM-30-PN-HRRP,185,,0.9972,17.3999,17.4479,32,07/01/2019,06/30/2022
ST TAMMANY PARISH HOSPITAL,190045,LA,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
ST TAMMANY PARISH HOSPITAL,190045,LA,READM-30-HF-HRRP,360,,0.9777,19.5821,20.0295,69,07/01/2019,06/30/2022
ST TAMMANY PARISH HOSPITAL,190045,LA,READM-30-COPD-HRRP,91,,1.0397,20.2652,19.4914,21,07/01/2019,06/30/2022
ST TAMMANY PARISH HOSPITAL,190045,LA,READM-30-CABG-HRRP,N/A,,1.1148,11.0379,9.9013,Too Few to Report,07/01/2019,06/30/2022
ST TAMMANY PARISH HOSPITAL,190045,LA,READM-30-AMI-HRRP,156,,0.9703,13.1289,13.5311,19,07/01/2019,06/30/2022
TOURO INFIRMARY,190046,LA,READM-30-PN-HRRP,111,,1.0391,19.1626,18.4423,24,07/01/2019,06/30/2022
TOURO INFIRMARY,190046,LA,READM-30-HIP-KNEE-HRRP,N/A,,1.2321,4.6073,3.7395,Too Few to Report,07/01/2019,06/30/2022
TOURO INFIRMARY,190046,LA,READM-30-HF-HRRP,148,,0.9685,19.6859,20.3263,27,07/01/2019,06/30/2022
TOURO INFIRMARY,190046,LA,READM-30-COPD-HRRP,N/A,,0.9969,22.1908,22.2591,Too Few to Report,07/01/2019,06/30/2022
TOURO INFIRMARY,190046,LA,READM-30-CABG-HRRP,N/A,,1.0109,9.9993,9.8911,Too Few to Report,07/01/2019,06/30/2022
TOURO INFIRMARY,190046,LA,READM-30-AMI-HRRP,N/A,,1.0079,14.6814,14.5662,Too Few to Report,07/01/2019,06/30/2022
BEAUREGARD MEMORIAL HOSPITAL,190050,LA,READM-30-PN-HRRP,111,,1.0036,16.0000,15.9433,18,07/01/2019,06/30/2022
BEAUREGARD MEMORIAL HOSPITAL,190050,LA,READM-30-HIP-KNEE-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
BEAUREGARD MEMORIAL HOSPITAL,190050,LA,READM-30-HF-HRRP,83,,0.9971,20.7211,20.7821,17,07/01/2019,06/30/2022
BEAUREGARD MEMORIAL HOSPITAL,190050,LA,READM-30-COPD-HRRP,N/A,,0.9570,16.1051,16.8285,Too Few to Report,07/01/2019,06/30/2022
BEAUREGARD MEMORIAL HOSPITAL,190050,LA,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
BEAUREGARD MEMORIAL HOSPITAL,190050,LA,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
OCHSNER AMERICAN LEGION HOSPITAL,190053,LA,READM-30-PN-HRRP,139,,1.0358,16.9798,16.3929,26,07/01/2019,06/30/2022
OCHSNER AMERICAN LEGION HOSPITAL,190053,LA,READM-30-HIP-KNEE-HRRP,0,7,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
OCHSNER AMERICAN LEGION HOSPITAL,190053,LA,READM-30-HF-HRRP,110,,1.1257,21.0626,18.7111,31,07/01/2019,06/30/2022
OCHSNER AMERICAN LEGION HOSPITAL,190053,LA,READM-30-COPD-HRRP,59,,1.0231,17.8372,17.4339,12,07/01/2019,06/30/2022
OCHSNER AMERICAN LEGION HOSPITAL,190053,LA,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
OCHSNER AMERICAN LEGION HOSPITAL,190053,LA,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
IBERIA MEDICAL CENTER,190054,LA,READM-30-PN-HRRP,141,,0.9513,15.8985,16.7131,19,07/01/2019,06/30/2022
IBERIA MEDICAL CENTER,190054,LA,READM-30-HIP-KNEE-HRRP,N/A,,1.1066,4.4043,3.9799,Too Few to Report,07/01/2019,06/30/2022
IBERIA MEDICAL CENTER,190054,LA,READM-30-HF-HRRP,184,,0.9735,19.4496,19.9785,34,07/01/2019,06/30/2022
IBERIA MEDICAL CENTER,190054,LA,READM-30-COPD-HRRP,N/A,,1.0003,16.6405,16.6363,Too Few to Report,07/01/2019,06/30/2022
IBERIA MEDICAL CENTER,190054,LA,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2019,06/30/2022
IBERIA MEDICAL CENTER,190054,LA,READM-30-AMI-HRRP,N/A,,1.0080,14.0516,13.9399,Too Few to Report,07/01/2019,06/30/2022
LAKE CHARLES MEMORIAL HOSPITAL,190060,LA,READM-30-PN-HRRP,239,,1.0194,17.0256,16.7013,42,07/01/2019,06/30/2022
LAKE CHARLES MEMORIAL HOSPITAL,190060,LA,READM-30-HIP-KNEE-HRRP,N/A,,0.9404,5.5674,5.9203,Too Few to Report,07/01/2019,06/30/2022
LAKE CHARLES MEMORIAL HOSPITAL,190060,LA,READM-30-HF-HRRP,314,,0.9506,19.2194,20.2186,57,07/01/2019,06/30/2022
LAKE CHARLES MEMORIAL HOSPITAL,190060,LA,READM-30-COPD-HRRP,N/A,,0.9605,17.1964,17.9036,Too Few to Report,07/01/2019,06/30/2022
LAKE CHARLES MEMORIAL HOSPITAL,190060,LA,READM-30-CABG-HRRP,N/A,,0.9223,9.9600,10.7990,Too Few to Report,07/01/2019,06/30/2022
LAKE CHARLES MEMORIAL HOSPITAL,190060,LA,READM-30-AMI-HRRP,N/A,,0.8818,10.6854,12.1184,Too Few to Report,07/01/2019,06/30/2022
OUR LADY OF THE LAKE REGIONAL MEDICAL CENTER,190064,LA,READM-30-PN-HRRP,466,,0.8794,13.1848,14.9932,53,07/01/2019,06/30/2022
